# video_id	published	timestamp	chapter	video_title
wbuPQPu-03Y	2026-08-13	00:20:00	Oral Contraceptives, Benefits & Ovarian Cancer Risk	Essentials: How to Optimize Female Hormone Health for Vitality & Longevity | Dr. Sara Gottfried
wbuPQPu-03Y	2026-08-13	00:21:41	Ovarian Cancer Symptoms, Bloating, CA-125	Essentials: How to Optimize Female Hormone Health for Vitality & Longevity | Dr. Sara Gottfried
wbuPQPu-03Y	2026-08-13	00:23:04	Oral Contraceptive Risks, Progestins, Inflammation; SHBG & Testosterone	Essentials: How to Optimize Female Hormone Health for Vitality & Longevity | Dr. Sara Gottfried
wbuPQPu-03Y	2026-08-13	00:26:21	Clitoral Shrinkage; Tools: Alternatives for Painful Periods	Essentials: How to Optimize Female Hormone Health for Vitality & Longevity | Dr. Sara Gottfried
wbuPQPu-03Y	2026-08-13	00:27:28	Menopause & Perimenopause; 30s Hormonal Baseline	Essentials: How to Optimize Female Hormone Health for Vitality & Longevity | Dr. Sara Gottfried
wbuPQPu-03Y	2026-08-13	00:29:00	Female Brain, Cerebral Hypometabolism & Alzheimer’s Risk	Essentials: How to Optimize Female Hormone Health for Vitality & Longevity | Dr. Sara Gottfried
wbuPQPu-03Y	2026-08-13	00:30:58	Slow Brain Energy, Hormone Therapy; Hot Flashes as Biomarkers	Essentials: How to Optimize Female Hormone Health for Vitality & Longevity | Dr. Sara Gottfried
wbuPQPu-03Y	2026-08-13	00:32:49	Tool: Coronary Artery Calcium Score	Essentials: How to Optimize Female Hormone Health for Vitality & Longevity | Dr. Sara Gottfried
N5AQFYtqx8Q	2026-08-10	00:00:00	Fei-Fei Li	Using AI to Increase Your Intelligence & Enrich Humanity | Dr. Fei-Fei Li
N5AQFYtqx8Q	2026-08-10	00:03:46	Vision & Intelligence; Human Vision & Contribution to AI	Using AI to Increase Your Intelligence & Enrich Humanity | Dr. Fei-Fei Li
N5AQFYtqx8Q	2026-08-10	00:12:11	Computer Vision & the AI Revolution	Using AI to Increase Your Intelligence & Enrich Humanity | Dr. Fei-Fei Li
N5AQFYtqx8Q	2026-08-10	00:21:19	Speech, Sound & AI Development	Using AI to Increase Your Intelligence & Enrich Humanity | Dr. Fei-Fei Li
N5AQFYtqx8Q	2026-08-10	00:23:36	AI & Contextual Learning, Human Intelligence	Using AI to Increase Your Intelligence & Enrich Humanity | Dr. Fei-Fei Li
N5AQFYtqx8Q	2026-08-10	00:33:43	Current AI Gaps, Emotion & Creativity	Using AI to Increase Your Intelligence & Enrich Humanity | Dr. Fei-Fei Li
N5AQFYtqx8Q	2026-08-10	00:45:48	Computers Enhancing Humanity; Tool: Personal Agency & Learning about AI	Using AI to Increase Your Intelligence & Enrich Humanity | Dr. Fei-Fei Li
N5AQFYtqx8Q	2026-08-10	00:55:37	Public Discourse about AI	Using AI to Increase Your Intelligence & Enrich Humanity | Dr. Fei-Fei Li
N5AQFYtqx8Q	2026-08-10	00:57:34	AI to Enhance Scientific Discovery & Healthcare; Human Collaboration	Using AI to Increase Your Intelligence & Enrich Humanity | Dr. Fei-Fei Li
N5AQFYtqx8Q	2026-08-10	01:07:38	Intuition, Motivation & Human States Beyond AI	Using AI to Increase Your Intelligence & Enrich Humanity | Dr. Fei-Fei Li
N5AQFYtqx8Q	2026-08-10	01:20:37	Social & Ethical Considerations for AI	Using AI to Increase Your Intelligence & Enrich Humanity | Dr. Fei-Fei Li
N5AQFYtqx8Q	2026-08-10	01:27:38	Kids, Development & AI Tools; Tool: Prompt AI Effectively	Using AI to Increase Your Intelligence & Enrich Humanity | Dr. Fei-Fei Li
